i,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11
361,518413,930394,643369,122195,270293,478869,778778,755440,272573,360540,109904,3490
362,554137,919803,352141,27839,559825,258416,824281,713948,871371,778108,193115,883265
363,161109,669832,512723,906117,132086,335114,76840,786076,768048,155982,399994,75637
364,220284,5081,861319,377800,928196,442709,641893,973559,537183,600512,134720,655825
365,836675,621941,888824,646201,42917,513360,938869,171137,710980,490665,949097,36679
366,726095,325461,208432,997355,932183,1016316,328062,92293,407167,909370,399339,629213
367,49044,467375,133168,201141,842963,314987,776778,509216,681180,290038,150664,822520
368,240949,927481,152807,606761,139644,40799,87230,394268,89339,675246,323633,387116
369,256376,995885,344710,340816,412708,501499,430936,98480,1040782,151059,71303,253766
370,356483,328286,939319,621722,811585,745818,920340,227327,321384,304971,374789,961845
371,735246,721105,822303,79004,517329,36393,1047356,176564,417498,162430,955596,360512
372,657564,33690,760820,882073,711864,467033,981010,915944,180048,464321,1030332,417297
373,428678,512670,562913,673762,2058,27670,412767,768223,1043264,469550,509180,994955
374,585551,260496,433834,881332,173435,14435,752365,902517,946916,869890,42571,659455
375,266748,230962,1002406,547641,514449,857944,274976,179883,268991,166986,302527,366580
376,516419,453642,464304,742593,237117,315086,302231,1005066,520939,150904,1002517,27740
377,60121,449982,99151,786240,41042,438351,407706,894027,784195,667018,881225,556658
378,145877,1041224,805109,148626,36881,378958,593581,44723,501819,57909,400633,697906
379,707701,54289,291978,38097,408488,51095,347594,69740,356335,812837,474802,400374
380,304275,832292,750858,631215,754209,386076,375979,672508,157032,446222,11284,307913
381,26068,484995,258645,260204,109452,200556,704739,1009259,46676,152766,72851,650818
382,372399,691436,641643,69584,625516,596999,229130,42767,203257,853021,954878,545080
383,462467,401274,708432,500804,4425,515263,991082,60407,6834,255982,915053,13860
384,398472,212937,530011,641335,28641,398085,504200,869163,468773,740978,1036168,210033
385,839861,299570,585924,897063,668131,708846,630250,556546,835139,469265,4987,166395
386,331235,719776,599898,855807,139784,74431,560599,654997,199557,9493,240057,858331
387,207880,550799,635647,496193,367658,128722,828479,442367,756244,13842,616043,503730
388,406893,251572,442722,491258,462001,283413,88858,915819,613878,362857,690471,11837
389,1018679,177344,559441,12840,268429,507213,386122,678555,463917,375631,419671,789212
390,196417,724926,355894,182309,263306,112311,1020496,461783,935208,871061,948354,680272
391,785044,226383,428978,920251,846785,456584,525181,877316,136013,804126,99551,100967
392,855954,175730,531851,475063,676007,22717,406667,497193,323268,302131,709135,487035
393,336659,631069,571098,118485,819498,146885,815261,376148,841906,996839,947471,199149
394,546608,252689,102140,1022712,407948,354748,331016,579533,198078,1025090,637846,210089
395,574962,559112,465241,593003,918806,396111,158911,736489,83252,698277,847054,154662
396,864234,207609,1030490,342699,621261,530383,978163,169471,506109,551062,188414,728182
397,150634,373160,508828,825224,848034,611586,807983,348844,344282,310664,269185,705512
398,994833,559674,60507,179222,279142,933407,50352,886636,1014171,130885,249976,125654
399,841475,922507,1048511,402881,6165,468937,817856,334399,450884,498602,355045,315298
400,832678,300500,420130,424985,262755,702336,541342,88211,879998,54091,722176,615636
401,159415,378935,124413,66573,103186,223019,350334,596074,688330,52693,808298,618510
402,443236,829794,378484,652023,633600,247553,468876,694231,52455,235584,935205,1008758
403,190375,163986,774502,670589,517472,449312,855444,859848,934834,609593,305692,21387
404,552440,945068,681417,288345,655523,606818,927002,487179,7726,1031292,33879,810310
405,783281,583791,1006714,631318,151813,662665,519127,624860,389477,761617,335488,504504
406,793428,753379,141824,471925,575556,367942,916323,132215,729898,463302,602595,907968
407,468052,765197,713938,524887,673959,467824,325513,308791,768911,1040938,21555,1038694
408,928499,887816,785251,961705,426814,37985,517229,622092,395345,99638,323918,54689
409,823308,883647,484431,512419,761042,406209,433258,141049,14977,647706,405059,289448
410,526603,415362,996697,122290,552908,1031556,554674,430167,737118,56766,312776,859150
411,118191,540988,833538,224063,927726,650852,40245,474956,211290,201993,17427,78385
412,24367,887354,1043793,109484,278547,974999,234314,232054,988055,531981,262431,367411
413,557627,623190,152291,582659,552226,268703,272579,581092,242875,337928,686352,810714
414,22027,51782,661783,901627,906937,947284,971435,954204,552469,398772,1042576,131368
415,332885,332482,351507,948547,688895,538762,516498,514522,1037437,82824,151471,367874
416,107885,101917,669889,879623,321130,443069,1001436,603327,339138,507550,947693,48324
417,238618,803079,730195,723733,659401,444624,793951,13812,952659,298672,932553,138098
418,1007470,424834,297022,160682,606025,1041901,193675,192514,864550,728622,1044653,880763
419,1017869,319815,835050,591294,160108,168275,219944,300518,650937,998201,579826,798995
420,111168,738484,440745,201636,248249,1019749,333718,78954,783166,733920,891533,1028328
421,662232,733956,331383,44162,79149,920929,418243,466151,103081,558482,703918,401640
422,652870,502971,819667,806051,372019,785318,382876,397938,766963,612584,211883,461851
423,420614,1001677,711885,102779,987215,264735,650072,1238,611434,448614,632625,869092
424,256091,438154,58294,190712,5713,755399,352160,644549,490398,245242,496798,736297
425,74074,186362,326858,158679,897587,1010256,995837,580365,36191,567681,842973,356262
426,1021961,854385,947164,671707,240058,701425,610690,904887,37176,341872,121686,703751
427,902900,649065,691393,92119,368470,874217,545830,665211,1006952,274458,424844,401838
428,256815,894557,810418,679790,272868,581751,703698,47853,557338,1038525,847867,565381
429,729717,712725,563183,269494,637210,437448,645319,62512,496088,11148,364507,225381
430,475379,535174,601916,680599,299675,506472,443503,9031,62215,391552,527686,673570
431,559237,266849,70573,885525,742457,753220,815924,892046,109715,727489,298039,57917
432,602266,159538,645846,681852,378898,976391,397920,470535,966518,207400,434681,808117
433,900971,796277,803434,6686,778369,488856,562164,558075,60686,532729,110557,345636
434,703490,192932,653443,968156,779212,261556,92133,409514,965438,30180,577363,690178
435,370817,527601,73353,735080,591336,64616,28089,420046,645285,411033,107344,905985
436,912212,830076,317034,147729,725188,574883,683690,18164,865490,592951,87807,71516
437,378224,615781,605421,5253,1000457,48515,1741,304036,158885,458373,600282,335145
438,92797,76862,902421,606994,333942,607919,226803,303919,396165,738293,1005389,378016
439,897461,844827,7648,391899,1013072,607022,602838,680996,915259,129706,628554,589358
440,952540,287904,941336,805919,543049,545931,960825,527638,946926,917164,900956,448256
441,752041,694764,79653,745510,935918,757783,686374,733803,826915,397607,227411,648537
442,432605,665486,297665,683984,291747,378376,931973,424177,385882,184529,1011959,162632
443,880321,850867,855206,973834,835982,414627,108314,663553,106736,423183,83721,309844
444,101218,380265,897104,722422,1037492,279984,80274,160157,1034140,643643,190209,703613
445,634290,243497,701655,468124,180279,728877,913880,307449,59241,361059,954506,582309
446,171172,915350,557567,504273,529896,470828,848107,640064,783564,69753,160024,508271
447,957182,1064,335559,515491,615113,722161,263797,654378,895796,502486,444747,500838
448,94636,528905,821010,989789,630158,37358,371663,855312,356709,159942,403319,128219
449,307913,1016704,727666,90706,172913,171460,1029262,770137,695206,753506,172594,608285
450,601768,534074,880295,1014900,227940,287265,443602,406882,218087,6529,716309,733595
451,567565,562963,123675,276877,373751,439570,536251,982864,470579,864778,401910,363933
452,69915,226011,652227,553004,110048,777636,672097,385809,42933,957310,513426,968881
453,120828,901734,191255,132014,1035165,664877,684197,19692,1002268,579541,145501,307631
454,952830,929644,774442,182284,939591,611999,604253,624730,413792,61191,99051,975470
455,143712,32857,739184,632642,735687,272070,1006840,845496,163640,651017,349321,569801
456,1006397,176312,402431,215,1008319,911887,812994,472850,984898,928141,972391,796730
457,198880,274747,329514,823411,747272,781689,270318,871969,629475,396430,767935,26766
458,411708,778330,496920,268260,444317,1014683,901883,1022606,870785,165492,234562,94274
459,616287,70440,156028,477693,286712,961785,493431,624831,689684,856900,568272,982138
460,555785,43396,984985,184117,708756,549021,213443,346744,95774,54624,16316,6530
461,792978,292526,883865,507010,882464,634073,1026256,474260,979278,293685,203260,852016
462,776265,889060,541257,27885,73725,1012546,723214,396466,246585,655398,761330,906636
463,148555,392247,874747,227519,193470,817980,505364,172403,688107,839145,881581,301190
464,25235,898627,640806,488598,837643,157700,589344,1037700,248639,910015,976951,644442
465,714905,498131,539713,771999,92674,394792,474888,160935,126480,185980,992831,689547
466,24811,605658,30510,950888,337522,974336,747342,107787,26960,683955,1022593,875790
467,679908,21184,728772,250024,66701,129145,409151,398331,749512,434034,550747,548685
468,185633,886023,265154,411706,89168,970581,968724,517501,91889,712533,652062,188299
469,651064,956252,569712,140718,160362,825686,734347,447145,422617,330774,116661,199267
470,273805,561013,149880,1042553,883222,284943,752992,582255,46874,164948,742123,1045281
471,122199,566891,133940,445321,619424,241885,162257,282616,791442,75268,529607,283805
472,578644,364604,236579,152303,293588,831810,93202,858970,541293,927644,247530,308129
473,39918,944890,1041445,1017309,981560,254626,345186,49117,34501,637826,158683,565833
474,1007013,264566,325885,361723,295319,51395,611548,946563,508628,62015,954642,551405
475,950573,374249,909178,264344,111263,97060,307123,24203,1036652,721529,739799,805422
476,606739,488410,944425,352560,655058,342617,424724,165758,911002,74500,306541,763018
477,727196,601034,126006,626349,219748,1034328,521143,995078,256251,209155,818735,698827
478,69509,44759,884872,508370,695565,929823,695889,992970,360352,364360,1017491,780189
479,500099,17056,579361,722893,576713,245828,161242,873603,598055,498788,252133,555518
480,106221,333171,134169,464366,83702,762149,838548,36095,536899,660494,100519,44624
481,458393,9196,729280,525905,130914,843422,235195,243768,395219,898273,465770,1004414
482,68409,280570,371336,661226,631329,675676,198997,736544,353274,412038,869135,64972
483,29130,213418,895081,142248,296095,1038656,416741,171708,361759,786743,14117,618022
484,911082,704874,507251,952536,826502,396978,396769,504530,446594,405370,746953,478416
485,348875,62340,781936,270090,31723,504341,780512,550200,964854,488035,400718,784149
486,878787,438450,868799,135404,96634,640624,172526,638502,380578,753133,827002,901358
487,1024527,148617,996249,614072,465450,941631,965089,526226,843954,4601,935978,794557
488,74962,430150,362814,584726,284693,254434,834316,896082,603455,350630,389739,843198
489,667014,164231,81097,852436,903553,221432,17365,995550,680353,827426,1000577,856521
490,407469,390852,641217,789879,560677,421105,885975,813763,503883,344303,273825,529949
491,901570,1019352,311911,866620,947630,650146,5456,631086,201287,528079,559331,892355
492,129593,629388,807633,267217,98392,995611,279365,771187,950842,140104,67835,570806
493,1014021,188476,519407,1041767,444642,607134,400494,609957,939364,971690,277288,465020
494,346075,114206,317387,552832,508029,1044427,882590,589509,336556,845189,642710,907978
495,536570,1044015,667403,332242,253879,1002512,680111,319061,539293,338901,896497,122167
496,859816,776739,603141,998564,187878,1008885,629561,689640,183299,181381,565376,1014261
497,527442,381653,581055,818202,959726,836860,702621,33005,345533,169060,882457,818999
498,358662,807758,29150,423515,700338,559177,485147,535808,814411,317321,883200,316970
499,686124,96101,200345,2196,931018,448859,543384,273858,1016373,822769,861588,311945
500,96201,59496,767238,752829,463019,794712,17151,188632,132469,671667,780576,14820
501,780975,756483,844534,945890,489900,92426,13866,298026,746437,392616,530476,589235
502,730063,906268,846748,772686,269740,7447,389102,367870,540390,426980,198793,253110
503,152006,792662,683391,764704,325112,291789,65039,903247,519205,691149,625749,134888
504,97651,805937,443326,602067,771421,448194,1035614,748311,337603,514181,820869,386497
505,31988,149360,454211,948523,179265,138739,287616,190655,675780,712214,221837,568039
506,547821,699785,768171,121775,737408,1024689,326991,451106,369792,791996,875737,271051
507,86557,544196,367728,223266,135135,715628,674166,714089,662180,828302,4586,109042
508,220315,928932,242002,611242,10711,960071,496000,286853,244575,994145,236235,932563
509,485589,281559,329665,1026035,354966,209486,77957,376677,446671,1022030,923445,154705
510,492816,559095,314151,138626,21635,230881,336550,300149,244824,428048,548554,838504
511,347134,959292,265735,279540,558786,954090,181458,364929,159579,434492,935682,388437
512,225808,527348,171505,993346,338870,858822,124515,948994,1035926,661521,789915,525580
513,530942,695467,263909,406710,640931,499878,700387,1045385,229776,875111,401080,481442
514,930149,1031315,92655,959908,57486,363092,990083,46905,742788,601941,626214,436285
515,690522,825173,198604,729636,94091,26369,332918,972911,961113,282996,501969,289705
516,103331,1016549,182014,756605,992776,458391,704024,732303,644461,606434,43175,824164
